Description;Description2;Data.Carbohydrate;Data.Cholesterol;Data.Kilocalories;Data.Protein;Data.Household Weights.1st Household Weight Description
DILL SEED;DILL SEED 1 tbsp;5517;0;305;1598;1 tbsp
DILL WEED,DRIED;DILL WEED,DRIED 1 tbsp;5582;0;253;1996;1 tbsp
FENNEL SEED;FENNEL SEED 1 tbsp, whole;5229;0;345;158;1 tbsp, whole
FENUGREEK SEED;FENUGREEK SEED 1 tbsp;5835;0;323;230;1 tbsp
GARLIC POWDER;GARLIC POWDER 1 tbsp;7271;0;332;168;1 tbsp
GINGER,GROUND;GINGER,GROUND 1 tbsp;7079;0;347;912;1 tbsp
MACE,GROUND;MACE,GROUND 1 tbsp;505;0;475;671;1 tbsp
MARJORAM,DRIED;MARJORAM,DRIED 1 tbsp;6056;0;271;1266;1 tbsp
MUSTARD SEED,YELLOW;MUSTARD SEED,YELLOW 1 tbsp;3494;0;469;2494;1 tbsp
NUTMEG,GROUND;NUTMEG,GROUND 1 tbsp;4929;0;525;584;1 tbsp
ONION POWDER;ONION POWDER 1 tbsp;8067;0;347;1012;1 tbsp
SPICES,OREGANO,DRIED;SPICES,OREGANO,DRIED 1 tsp, leaves;6443;0;306;110;1 tsp, leaves
PAPRIKA;PAPRIKA 1 tbsp;5574;0;289;1476;1 tbsp
PARSLEY,DRIED;PARSLEY,DRIED 1 tsp;5166;0;276;2242;1 tsp
PEPPER,BLACK;PEPPER,BLACK 1 tbsp;6481;0;255;1095;1 tbsp
PEPPER,RED OR CAYENNE;PEPPER,RED OR CAYENNE 1 tbsp;5663;0;318;1201;1 tbsp
PEPPER,WHITE;PEPPER,WHITE 1 tbsp, ground;6861;0;296;104;1 tbsp, ground
POPPY SEED;POPPY SEED 1 tbsp;2813;0;525;1799;1 tbsp
POULTRY SEASONING;POULTRY SEASONING 1 tbsp;6559;0;307;959;1 tbsp
PUMPKIN PIE SPICE;PUMPKIN PIE SPICE 1 tbsp;6928;0;342;576;1 tbsp
ROSEMARY,DRIED;ROSEMARY,DRIED 1 tbsp;6406;0;331;488;1 tbsp
SAFFRON;SAFFRON 1 tbsp;6537;0;310;1143;1 tbsp
SAGE,GROUND;SAGE,GROUND 1 tbsp;6073;0;315;1063;1 tbsp
SAVORY,GROUND;SAVORY,GROUND 1 tbsp;6873;0;272;673;1 tbsp
SPICES,TARRAGON,DRIED;SPICES,TARRAGON,DRIED 1 tsp, leaves;5022;0;295;2277;1 tsp, leaves
SPICES,THYME,DRIED;SPICES,THYME,DRIED 1 tsp, leaves;6394;0;276;911;1 tsp, leaves
TURMERIC,GROUND;TURMERIC,GROUND 1 tbsp;6493;0;354;783;1 tbsp
BASIL,FRESH;BASIL,FRESH 2 tbsp, chopped;265;0;23;315;2 tbsp, chopped
DILL WEED,FRSH;DILL WEED,FRSH 1 cup, sprigs;702;0;43;346;1 cup, sprigs
MUSTARD,PREPARED,YELLOW;MUSTARD,PREPARED,YELLOW 1 tsp,  or 1 packet;533;0;67;437;1 tsp,  or 1 packet
SALT,TABLE;SALT,TABLE 1 cup;0;0;0;0;1 cup
VINEGAR,CIDER;VINEGAR,CIDER 1 cup;93;0;21;0;1 cup
THYME,FRSH;THYME,FRSH 1 tsp;2445;0;101;556;1 tsp
VANILLA EXTRACT;VANILLA EXTRACT 1 cup;1265;0;288;6;1 cup
VANILLA EXTRACT,IMITN,ALCOHOL;VANILLA EXTRACT,IMITN,ALCOHOL 1 tbsp;241;0;237;5;1 tbsp
VANILLA EXTRACT,IMITN,NO ALCOHOL;VANILLA EXTRACT,IMITN,NO ALCOHOL 1 tbsp;144;0;56;3;1 tbsp
VINEGAR,DISTILLED;VINEGAR,DISTILLED 1 cup;4;0;18;0;1 cup
CAPERS,CANNED;CAPERS,CANNED 1 tbsp,  drained;489;0;23;236;1 tbsp,  drained
HORSERADISH,PREPARED;HORSERADISH,PREPARED 1 tbsp;1129;0;48;118;1 tbsp
ROSEMARY,FRESH;ROSEMARY,FRESH 1 tbsp;207;0;131;331;1 tbsp
PEPPERMINT,FRESH;PEPPERMINT,FRESH 2 tbsp;1489;0;70;375;2 tbsp
SPEARMINT,FRESH;SPEARMINT,FRESH 2 tbsp;841;0;44;329;2 tbsp
SPEARMINT,DRIED;SPEARMINT,DRIED 1 tbsp;5204;0;285;1993;1 tbsp
VINEGAR,RED WINE;VINEGAR,RED WINE 1 cup;27;0;19;4;1 cup
VINEGAR,BALSAMIC;VINEGAR,BALSAMIC 1 cup;1703;0;88;49;1 cup
CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX;CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX 2 tbsp;5629;0;188;0;2 tbsp
BABYFOOD,MEAT,BF,STR;BABYFOOD,MEAT,BF,STR 1 tbsp;243;51;81;1203;1 tbsp
BABYFOOD,MEAT,BF,STR;BABYFOOD,MEAT,BF,STR 1 oz;243;51;81;1203;1 oz
BABYFOOD,MEAT,VEAL,STR;BABYFOOD,MEAT,VEAL,STR 1 tbsp;151;33;81;1312;1 tbsp
BABYFOOD,MEAT,PORK,STR;BABYFOOD,MEAT,PORK,STR 1 oz;0;48;124;140;1 oz
BABYFOOD,MEAT,HAM,STR;BABYFOOD,MEAT,HAM,STR 1 tbsp;37;24;97;113;1 tbsp
BABYFOOD,MEAT,HAM,JUNIOR;BABYFOOD,MEAT,HAM,JUNIOR 1 oz;37;29;97;113;1 oz
BABYFOOD,MEAT,LAMB,STR;BABYFOOD,MEAT,LAMB,STR 1 tbsp;85;36;87;1407;1 tbsp
BABYFOOD,MEAT,LAMB,JUNIOR;BABYFOOD,MEAT,LAMB,JUNIOR 1 oz;0;38;112;152;1 oz
BABYFOOD,MEAT,CHICK,STR;BABYFOOD,MEAT,CHICK,STR 1 tbsp;1;61;130;137;1 tbsp
BABYFOOD,MEAT,CHICK,JR;BABYFOOD,MEAT,CHICK,JR 1 tbsp;0;59;146;140;1 tbsp
BABYFOOD,MEAT,CHICK STKS,JR;BABYFOOD,MEAT,CHICK STKS,JR 1 stick;15;78;188;146;1 stick
BABYFOOD,MEAT,TURKEY,STR;BABYFOOD,MEAT,TURKEY,STR 1 tbsp;14;58;111;115;1 tbsp
BABYFOOD,MEAT,TURKEY,JR;BABYFOOD,MEAT,TURKEY,JR 1 tbsp;14;58;111;115;1 tbsp
BABYFOOD,MEAT,TURKEY STKS,JR;BABYFOOD,MEAT,TURKEY STKS,JR 1 stick;14;65;182;137;1 stick
BABYFOOD,MEAT,MEAT STKS,JR;BABYFOOD,MEAT,MEAT STKS,JR 1 stick;11;70;184;134;1 stick
BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR;BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR 1 oz;77;0;48;20;1 oz
BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR;BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR 1 oz;80;0;48;21;1 oz
BABYFOOD,DINNER,BF LASAGNA,TODD;BABYFOOD,DINNER,BF LASAGNA,TODD 1 oz;100;0;77;42;1 oz
BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR;BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR 1 tbsp;945;7;61;236;1 tbsp
BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR;BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR 1 tbsp;94;4;59;25;1 tbsp
BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU;BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU 1 tbsp;163;7;99;36;1 tbsp
BABYFOOD,DINNER,BF NOODLE,STR;BABYFOOD,DINNER,BF NOODLE,STR 1 tbsp;818;8;63;244;1 tbsp
BABYFOOD,MACARONI&CHS,TODD;BABYFOOD,MACARONI&CHS,TODD 1 oz;112;7;83;35;1 oz
BABYFOOD,DINNER,BF&RICE,TODD;BABYFOOD,DINNER,BF&RICE,TODD 1 oz;88;0;82;50;1 oz
BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR 1 tbsp;1142;5;68;257;1 tbsp
BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD 1 oz;108;0;75;53;1 oz
BABYFOOD,DINNER,BF STEW,TODD;BABYFOOD,DINNER,BF STEW,TODD 1 oz;55;13;51;51;1 oz
BABYFOOD,DINNER,VEG&BF,STR;BABYFOOD,DINNER,VEG&BF,STR 1 cup;884;7;77;221;1 cup
BABYFOOD,DINNER,VEG&BF,JR;BABYFOOD,DINNER,VEG&BF,JR 1 cup;884;7;77;221;1 cup
BABYFOOD,DINNER,BF W/VEG;BABYFOOD,DINNER,BF W/VEG 1 jar,  Beech-Nut Stage 2 (4 oz);636;12;96;203;1 jar,  Beech-Nut Stage 2 (4 oz)
BABYFOOD,DINNER,VEG&BACON,STR;BABYFOOD,DINNER,VEG&BACON,STR 1 cup;881;4;69;192;1 cup
BABYFOOD,DINNER,VEG&HAM,STR;BABYFOOD,DINNER,VEG&HAM,STR 1 cup;78;5;59;219;1 cup
BABYFOOD,DINNER,VEG&HAM,JR;BABYFOOD,DINNER,VEG&HAM,JR 1 cup;865;3;60;202;1 cup
BABYFOOD,DINNER,VEG&LAMB,STR;BABYFOOD,DINNER,VEG&LAMB,STR 1 cup;69;6;52;20;1 cup
BABYFOOD,DINNER,VEG&LAMB,JR;BABYFOOD,DINNER,VEG&LAMB,JR 1 oz;71;5;51;21;1 oz
BABYFOOD,DINNER,CHICK NOODLE,STR;BABYFOOD,DINNER,CHICK NOODLE,STR 1 tbsp;908;16;66;269;1 tbsp
BABYFOOD,DINNER,CHICK NOODLE,JR;BABYFOOD,DINNER,CHICK NOODLE,JR 1 tbsp;879;9;55;237;1 tbsp
BABYFOOD,DINNER,CHICK SOUP,STR;BABYFOOD,DINNER,CHICK SOUP,STR ;72;4;50;16;
BABYFOOD,DINNER,CHICK STEW,TODD;BABYFOOD,DINNER,CHICK STEW,TODD 1 tbsp;64;29;78;52;1 tbsp
BABYFOOD,DINNER,VEG CHICK,STR;BABYFOOD,DINNER,VEG CHICK,STR 1 cup;842;11;59;247;1 cup
BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR;BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR 1 oz;79;0;63;20;1 oz
BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR;BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR 1 oz;91;0;64;17;1 oz
BABYFOOD,DINNER,PASTA W/VEG;BABYFOOD,DINNER,PASTA W/VEG 1 jar,  Gerber (4 oz);84;5;60;17;1 jar,  Gerber (4 oz)
BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR;BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR 1 oz;68;0;44;12;1 oz
BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR;BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR 1 oz;76;0;52;18;1 oz
BABYFOOD,DINNER,TURKEY&RICE,STR;BABYFOOD,DINNER,TURKEY&RICE,STR 1 tbsp;794;5;52;227;1 tbsp
BABYFOOD,DINNER,TURKEY&RICE,JR;BABYFOOD,DINNER,TURKEY&RICE,JR 1 tbsp;957;4;56;237;1 tbsp
BABYFOOD,DINNER,VEG&TURKEY,STR;BABYFOOD,DINNER,VEG&TURKEY,STR 1 cup;762;4;48;232;1 cup
BABYFOOD,DINNER,VEG&TURKEY,JR;BABYFOOD,DINNER,VEG&TURKEY,JR 1 cup;755;4;53;172;1 cup
BABYFOOD,DINNER,VEG&TURKEY,TODD;BABYFOOD,DINNER,VEG&TURKEY,TODD 1 oz;80;0;80;48;1 oz
BABYFOOD,DINNER,MACARONI&CHS,STR;BABYFOOD,DINNER,MACARONI&CHS,STR 1 oz;895;7;67;314;1 oz
BABYFOOD,DINNER,MACARONI&CHS,JR;BABYFOOD,DINNER,MACARONI&CHS,JR 1 oz;82;6;61;26;1 oz
BABYFOOD,VEG,GRN BNS,STR;BABYFOOD,VEG,GRN BNS,STR 1 cup;629;0;27;12;1 cup
BABYFOOD,VEG,GRN BNS,JR;BABYFOOD,VEG,GRN BNS,JR 1 cup;57;0;24;12;1 cup
BABYFOOD,GRN BNS,DICES,TODD;BABYFOOD,GRN BNS,DICES,TODD 1 oz;57;0;29;12;1 oz
BABYFOOD,VEG,GRN BNS&POTATOES;BABYFOOD,VEG,GRN BNS&POTATOES 1 jar,  Gerber (4 oz);90;5;62;22;1 jar,  Gerber (4 oz)
BABYFOOD,VEG,BEETS,STR;BABYFOOD,VEG,BEETS,STR 1 cup;77;0;34;13;1 cup
BABYFOOD,VEG,CARROTS,STR;BABYFOOD,VEG,CARROTS,STR 1 cup;60;0;27;8;1 cup
BABYFOOD,VEG,CARROTS,JR;BABYFOOD,VEG,CARROTS,JR 1 cup;72;0;32;8;1 cup
Babyfood, vegetables, squash, strained;Babyfood, vegetables, squash, strained 1 tbsp;573;0;28;81;1 tbsp
BABYFOOD,VEG,SQUASH,JR;BABYFOOD,VEG,SQUASH,JR 1 tbsp;573;0;24;81;1 tbsp
BABYFOOD,VEG,SWT POTATOES,STR;BABYFOOD,VEG,SWT POTATOES,STR 1 cup;132;0;57;11;1 cup
BABYFOOD,VEG,SWT POTATOES,JR;BABYFOOD,VEG,SWT POTATOES,JR 1 cup;139;0;60;11;1 cup
BABYFOOD,POTATOES,TODDLER;BABYFOOD,POTATOES,TODDLER 1 cup;1173;0;52;10;1 cup
BABYFOOD,VEG,BUTTERNUT SQUASH&CORN;BABYFOOD,VEG,BUTTERNUT SQUASH&CORN 1 jar,  Gerber (4 oz);93;0;50;20;1 jar,  Gerber (4 oz)
BABYFOOD,APPLS,DICES,TODD;BABYFOOD,APPLS,DICES,TODD 1 oz;121;0;51;2;1 oz
BABYFOOD,FRUIT,APPLSAUC,STR;BABYFOOD,FRUIT,APPLSAUC,STR 1 tbsp;108;0;41;2;1 tbsp
BABYFOOD,FRUIT,APPLSAUC,JR;BABYFOOD,FRUIT,APPLSAUC,JR 1 tbsp;103;0;37;0;1 tbsp
BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR;BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR 1 tbsp;163;0;60;3;1 tbsp
BABYFOOD,VEG,CORN,CRMD,STR;BABYFOOD,VEG,CORN,CRMD,STR 1 cup;141;1;57;14;1 cup
BABYFOOD,VEG,CORN,CRMD,JR;BABYFOOD,VEG,CORN,CRMD,JR 1 cup;1625;1;65;14;1 cup
BABYFOOD,VEG,PEAS,STR;BABYFOOD,VEG,PEAS,STR 1 tbsp;836;0;50;327;1 tbsp
BABYFOOD,PEAS,DICES,TODD;BABYFOOD,PEAS,DICES,TODD 1 oz;103;0;64;39;1 oz
BABYFOOD,VEG,SPINACH,CRMD,STR;BABYFOOD,VEG,SPINACH,CRMD,STR 1 cup;57;5;37;25;1 cup
BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR;BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR 1 tbsp;173;0;63;3;1 tbsp
BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR;BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR 1 tbsp;153;0;56;4;1 tbsp
BABYFOOD,FRUIT,PEACHES,STR;BABYFOOD,FRUIT,PEACHES,STR 1 tbsp;1448;0;65;94;1 tbsp
BABYFOOD,FRUIT,PEACHES,JR;BABYFOOD,FRUIT,PEACHES,JR 1 tbsp;1448;0;65;94;1 tbsp
BABYFOOD,FRUIT,PEARS,STR;BABYFOOD,FRUIT,PEARS,STR 1 tbsp;108;0;42;3;1 tbsp
BABYFOOD,FRUIT,PEARS,JR;BABYFOOD,FRUIT,PEARS,JR 1 tbsp;116;0;43;3;1 tbsp
BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR;BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR 1 tbsp;197;0;71;1;1 tbsp
BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR;BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR 1 tbsp;205;0;74;1;1 tbsp
BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR;BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR 1 tbsp;185;0;69;6;1 tbsp
BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR;BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR 1 oz;187;0;70;6;1 oz
BABYFOOD,PRUNES,WO/VIT C,STR;BABYFOOD,PRUNES,WO/VIT C,STR 1 tbsp;2352;0;101;10;1 tbsp
BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA;BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA 1 tbsp;190;0;70;3;1 tbsp
BABYFOOD,PEARS,DICES,TODD;BABYFOOD,PEARS,DICES,TODD 1 oz;136;0;57;3;1 oz
BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR;BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR 1 tbsp;1164;0;44;2;1 tbsp
BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR;BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR 1 tbsp;124;0;47;2;1 tbsp
BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR;BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR 1 oz;141;0;51;0;1 oz
BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR;BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR 1 oz;141;0;51;0;1 oz
BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR;BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR 1 tbsp;1616;0;66;37;1 tbsp
BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR;BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR 1 oz;101;0;37;1;1 oz
BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR;BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR 1 oz;105;0;39;1;1 oz
BABYFOOD,FRUIT,APPL & RASPBERRY,STR;BABYFOOD,FRUIT,APPL & RASPBERRY,STR 1 oz;156;0;58;2;1 oz
BABYFOOD,FRUIT,APPL & RASPBERRY,JR;BABYFOOD,FRUIT,APPL & RASPBERRY,JR 1 oz;154;0;58;2;1 oz
BABYFOOD,FRUIT & VEG,APPL & SWT POTATO;BABYFOOD,FRUIT & VEG,APPL & SWT POTATO 1 jar,  Gerber (4 oz);153;0;64;3;1 jar,  Gerber (4 oz)
BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR;BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR 1 tbsp;184;0;68;2;1 tbsp
BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR;BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR 1 tbsp;178;0;65;2;1 tbsp
BABYFOOD,FRUIT,PEARS&PNAPPL,STR;BABYFOOD,FRUIT,PEARS&PNAPPL,STR 1 tbsp;109;0;41;3;1 tbsp
BABYFOOD,FRUIT,PEARS&PNAPPL,JR;BABYFOOD,FRUIT,PEARS&PNAPPL,JR 1 tbsp;114;0;44;3;1 tbsp
BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR;BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR 1 oz;170;0;63;2;1 oz
BABYFOOD,PEACHES,DICES,TODD;BABYFOOD,PEACHES,DICES,TODD 1 oz;118;0;51;5;1 oz
BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR;BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR 1 oz;189;0;70;2;1 oz
BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR;BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR 1 tbsp;197;0;84;9;1 tbsp
BABYFOOD,FRUIT,APPL&BLUEBERRY,STR;BABYFOOD,FRUIT,APPL&BLUEBERRY,STR 1 oz;163;0;61;2;1 oz
BABYFOOD,FRUIT,APPL&BLUEBERRY,JR;BABYFOOD,FRUIT,APPL&BLUEBERRY,JR 1 oz;166;0;62;2;1 oz
BABYFOOD,JUICE,APPLE;BABYFOOD,JUICE,APPLE 1 fl oz;117;0;47;0;1 fl oz
BABYFOOD,APPLE-BANANA JUC;BABYFOOD,APPLE-BANANA JUC 1 fl oz;123;0;51;2;1 fl oz
BABYFOOD,JUC,APPL&PEACH;BABYFOOD,JUC,APPL&PEACH 1 fl oz;105;0;43;2;1 fl oz
BABYFOOD,APPLE-CRANBERRY JUC;BABYFOOD,APPLE-CRANBERRY JUC 1 fl oz;1149;0;46;0;1 fl oz
BABYFOOD,JUC,APPL&PLUM;BABYFOOD,JUC,APPL&PLUM 1 fl oz;123;0;49;1;1 fl oz
BABYFOOD,JUC,APPL&PRUNE;BABYFOOD,JUC,APPL&PRUNE 1 fl oz;180;0;72;2;1 fl oz
BABYFOOD,JUICE,ORANGE;BABYFOOD,JUICE,ORANGE 1 fl oz;102;0;45;6;1 fl oz
BABYFOOD,JUC,ORANGE&APPL;BABYFOOD,JUC,ORANGE&APPL 1 fl oz;101;0;43;4;1 fl oz
BABYFOOD,JUC,ORANGE&APPL&BANANA;BABYFOOD,JUC,ORANGE&APPL&BANANA 1 fl oz;115;0;47;4;1 fl oz
BABYFOOD,JUC,ORANGE&APRICOT;BABYFOOD,JUC,ORANGE&APRICOT 1 fl oz;109;0;46;8;1 fl oz
BABYFOOD,JUC,ORANGE&BANANA;BABYFOOD,JUC,ORANGE&BANANA 1 fl oz;119;0;50;7;1 fl oz
BABYFOOD,JUC,ORANGE&PNAPPL;BABYFOOD,JUC,ORANGE&PNAPPL 1 fl oz;117;0;48;5;1 fl oz
BABYFOOD,JUC,PRUNE&ORANGE;BABYFOOD,JUC,PRUNE&ORANGE 1 fl oz;168;0;70;6;1 fl oz
BABYFOOD,JUC,MXD FRUIT;BABYFOOD,JUC,MXD FRUIT 1 fl oz;116;0;47;1;1 fl oz
BABYFOOD,CRL,BARLEY,DRY;BABYFOOD,CRL,BARLEY,DRY 1 tbsp;753;0;365;111;1 tbsp
BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY;BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY .5 oz;771;0;402;126;.5 oz
BABYFOOD,CEREAL,MIXED,DRY;BABYFOOD,CEREAL,MIXED,DRY 1 tbsp;733;0;379;122;1 tbsp
BABYFOOD,CRL,MXD,W/BANANAS,DRY;BABYFOOD,CRL,MXD,W/BANANAS,DRY 1 tbsp;771;0;391;107;1 tbsp
BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR;BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR 1 oz;179;0;82;12;1 oz
BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR;BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR 1 oz;184;0;83;12;1 oz
BABYFOOD,CRL,OATMEAL,DRY;BABYFOOD,CRL,OATMEAL,DRY 1 tbsp;6965;0;399;1307;1 tbsp
BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY;BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY 1 tbsp;734;0;393;120;1 tbsp
BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR;BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR 1 oz;154;0;74;13;1 oz
BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR;BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR 1 oz;157;0;75;13;1 oz
BABYFOOD,CRL,OATMEAL,W/HONEY,DRY;BABYFOOD,CRL,OATMEAL,W/HONEY,DRY 1 tbsp;693;0;391;135;1 tbsp
BABYFOOD,CEREAL,RICE,DRY;BABYFOOD,CEREAL,RICE,DRY 1 tbsp;776;0;391;71;1 tbsp
BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR;BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR 1 tbsp;171;0;80;12;1 tbsp
BABYFOOD,CRL,W/EGG YOLKS,STR;BABYFOOD,CRL,W/EGG YOLKS,STR 1 oz;70;63;51;19;1 oz
BABYFOOD,CRL,W/EGG YOLKS,JR;BABYFOOD,CRL,W/EGG YOLKS,JR 1 oz;71;63;52;19;1 oz
BABYFOOD,CRL,W/EGGS,STR;BABYFOOD,CRL,W/EGGS,STR 1 oz;80;51;58;22;1 oz
BABYFOOD,CRL,EGG YOLKS&BACON,JR;BABYFOOD,CRL,EGG YOLKS&BACON,JR 1 oz;62;94;79;25;1 oz
BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD;BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD 1 tbsp;7415;0;402;105;1 tbsp
BABYFOOD,COOKIE,BABY,FRUIT;BABYFOOD,COOKIE,BABY,FRUIT 1 cookie;737;4;435;68;1 cookie
BABYFOOD,CRACKERS,VEG;BABYFOOD,CRACKERS,VEG 1 cracker;669;0;476;84;1 cracker
BABYFOOD,CRL,RICE,W/MXD FRUIT,JR;BABYFOOD,CRL,RICE,W/MXD FRUIT,JR 1 tbsp;183;0;82;9;1 tbsp
BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY;BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY 1 tbsp;576;0;374;254;1 tbsp
BABYFOOD,CRL,RICE,W/BANANAS,DRY;BABYFOOD,CRL,RICE,W/BANANAS,DRY 1 tbsp;799;0;404;87;1 tbsp
BABYFOOD,COOKIES;BABYFOOD,COOKIES 1 oz;671;0;433;118;1 oz
BABYFOOD,COOKIES,ARROWROOT;BABYFOOD,COOKIES,ARROWROOT 1 oz;712;1;442;76;1 oz
BABYFOOD,PRETZELS;BABYFOOD,PRETZELS 1 oz;822;0;397;108;1 oz
BABYFOOD,TEETHING BISCUITS;BABYFOOD,TEETHING BISCUITS 1 oz;7803;0;398;90;1 oz
ZWIEBACK;ZWIEBACK 1 oz;742;21;426;101;1 oz
BABYFOOD,DSSRT,DUTCH APPL,STR;BABYFOOD,DSSRT,DUTCH APPL,STR 1 oz;1974;0;75;2;1 oz
BABYFOOD,DSSRT,DUTCH APPL,JR;BABYFOOD,DSSRT,DUTCH APPL,JR 1 oz;1929;0;79;2;1 oz
BABYFOOD,CHERRY COBBLER,JR;BABYFOOD,CHERRY COBBLER,JR 1 oz;192;0;78;3;1 oz
BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR;BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR 1 oz;178;10;68;2;1 oz
BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR;BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR 1 oz;184;10;69;2;1 oz
BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR;BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR 1 oz;177;3;80;11;1 oz
BABYFOOD,DSSRT,PEACH COBBLER,STR;BABYFOOD,DSSRT,PEACH COBBLER,STR 1 tbsp;178;0;65;3;1 tbsp
BABYFOOD,DSSRT,PEACH COBBLER,JR;BABYFOOD,DSSRT,PEACH COBBLER,JR 1 tbsp;183;0;67;3;1 tbsp
